ID,Address,Zip_Code,Beds,Baths,Area,Date,Action,Amount_dollar,Rate_dollar_sqft,Source
33,10090-Pasadena-Ave-Apt-A4_Cupertino_CA_95014_M18700-93119,95014,3,2,1491,29-12-2013,Listed,850000,570,MLSListings
34,10090-Pasadena-Ave-Apt-A4_Cupertino_CA_95014_M18700-93119,95014,3,2,1491,29-12-2013,Listed,850000,570,MLSListings
35,10090-Pasadena-Ave-Apt-A4_Cupertino_CA_95014_M18700-93119,95014,3,2,1491,30-01-2013,Listed,750000,503,MLSListings
36,10090-Pasadena-Ave-Apt-A4_Cupertino_CA_95014_M18700-93119,95014,3,2,1491,30-01-2013,Listed,750000,503,MLSListings
37,10090-Pasadena-Ave-Apt-A4_Cupertino_CA_95014_M18700-93119,95014,3,2,1491,16-01-2013,Listed,750000,503,MLSListings
38,10090-Pasadena-Ave-Apt-A4_Cupertino_CA_95014_M18700-93119,95014,3,2,1491,16-01-2013,Listed,750000,503,MLSListings
39,10090-Pasadena-Ave-Apt-A4_Cupertino_CA_95014_M18700-93119,95014,3,2,1491,01-06-2010,Listed,719000,482,MLSListings
40,10090-Pasadena-Ave-Apt-A4_Cupertino_CA_95014_M18700-93119,95014,3,2,1491,01-06-2010,Listed,719000,482,MLSListings
41,10090-Pasadena-Ave-Apt-A4_Cupertino_CA_95014_M18700-93119,95014,3,2,1491,28-02-2009,Listed,748000,501,MLSListings
42,10090-Pasadena-Ave-Apt-A4_Cupertino_CA_95014_M18700-93119,95014,3,2,1491,28-02-2009,Listed,748000,501,MLSListings
43,10109-Judy-Ave_Cupertino_CA_95014_M27035-48307,95014,5,4.5,3727,10-09-2020,Listed,4080000,1094,MLSListings
44,10109-Judy-Ave_Cupertino_CA_95014_M27035-48307,95014,5,4.5,3727,10-09-2020,Listed,4080000,1094,MLSListings
45,10109-Judy-Ave_Cupertino_CA_95014_M27035-48307,95014,5,4.5,3727,05-08-2018,Sold,2324242,1505,MLSListings
46,10109-Judy-Ave_Cupertino_CA_95014_M27035-48307,95014,5,4.5,3727,05-08-2018,Sold,2324242,1505,MLSListings
47,10109-Judy-Ave_Cupertino_CA_95014_M27035-48307,95014,5,4.5,3727,04-04-2018,Listed,1999888,1295,MLSListings
48,10109-Judy-Ave_Cupertino_CA_95014_M27035-48307,95014,5,4.5,3727,04-04-2018,Listed,1999888,1295,MLSListings
49,10109-Judy-Ave_Cupertino_CA_95014_M27035-48307,95014,5,4.5,3727,13-08-2015,Sold,451500,121,Public Record
50,10109-Judy-Ave_Cupertino_CA_95014_M27035-48307,95014,5,4.5,3727,13-08-2015,Sold,451500,121,Public Record
51,10109-Judy-Ave_Cupertino_CA_95014_M27035-48307,95014,5,4.5,3727,06-02-2015,Sold,1515000,406,Public Record
52,10109-Judy-Ave_Cupertino_CA_95014_M27035-48307,95014,5,4.5,3727,06-02-2015,Sold,1515000,406,Public Record
53,10109-Judy-Ave_Cupertino_CA_95014_M27035-48307,95014,5,4.5,3727,10-11-2013,Sold,1190000,319,Public Record
54,10109-Judy-Ave_Cupertino_CA_95014_M27035-48307,95014,5,4.5,3727,10-11-2013,Sold,1190000,319,Public Record
55,10109-Judy-Ave_Cupertino_CA_95014_M27035-48307,95014,5,4.5,3727,25-01-1995,Sold,309000,82,Public Record
56,10109-Judy-Ave_Cupertino_CA_95014_M27035-48307,95014,5,4.5,3727,25-01-1995,Sold,309000,82,Public Record
57,10109-Judy-Ave_Cupertino_CA_95014_M27035-48307,95014,5,4.5,3727,30-01-1987,Sold,176500,47,Public Record
58,10109-Judy-Ave_Cupertino_CA_95014_M27035-48307,95014,5,4.5,3727,30-01-1987,Sold,176500,47,Public Record
59,10140-N-Blaney-Ave_Cupertino_CA_95014_M15483-78622,95014,4,2.5,2240,18-09-2020,Listed,2348000,1048,MLSListings
60,10140-N-Blaney-Ave_Cupertino_CA_95014_M15483-78622,95014,4,2.5,2240,18-09-2020,Listed,2348000,1048,MLSListings
61,10146-Carmen-Rd_Cupertino_CA_95014_M22466-67853,95014,3,3,2053,20-08-2020,Listed,2548000,1241,MLSListings
62,10146-Carmen-Rd_Cupertino_CA_95014_M22466-67853,95014,3,3,2053,20-08-2020,Listed,2548000,1241,MLSListings
63,10146-Carmen-Rd_Cupertino_CA_95014_M22466-67853,95014,3,3,2053,10-10-2017,Sold,2275000,1108,MLSListings
64,10146-Carmen-Rd_Cupertino_CA_95014_M22466-67853,95014,3,3,2053,10-10-2017,Sold,2275000,1108,MLSListings
65,10146-Carmen-Rd_Cupertino_CA_95014_M22466-67853,95014,3,3,2053,09-04-2017,Listed,1999000,973,MLSListings
66,10146-Carmen-Rd_Cupertino_CA_95014_M22466-67853,95014,3,3,2053,09-04-2017,Listed,1999000,973,MLSListings
67,1015-E-Homestead-Rd_Sunnyvale_CA_94087_M14931-13229,94087,4,2,1421,09-12-2020,Listed,1688000,1187,MLSListings
68,1015-E-Homestead-Rd_Sunnyvale_CA_94087_M14931-13229,94087,4,2,1421,09-12-2020,Listed,1688000,1187,MLSListings
69,1015-E-Homestead-Rd_Sunnyvale_CA_94087_M14931-13229,94087,4,2,1421,22-09-2020,Price Changed,1598000,1124,MLSListings
70,1015-E-Homestead-Rd_Sunnyvale_CA_94087_M14931-13229,94087,4,2,1421,22-09-2020,Price Changed,1598000,1124,MLSListings
71,1015-E-Homestead-Rd_Sunnyvale_CA_94087_M14931-13229,94087,4,2,1421,07-09-2014,Listed,1088000,765,MLSListings
72,1015-E-Homestead-Rd_Sunnyvale_CA_94087_M14931-13229,94087,4,2,1421,07-09-2014,Listed,1088000,765,MLSListings
73,1015-E-Homestead-Rd_Sunnyvale_CA_94087_M14931-13229,94087,4,2,1421,08-07-2014,Sold,1250000,879,MLSListings
74,1015-E-Homestead-Rd_Sunnyvale_CA_94087_M14931-13229,94087,4,2,1421,08-07-2014,Sold,1250000,879,MLSListings
75,1015-E-Homestead-Rd_Sunnyvale_CA_94087_M14931-13229,94087,4,2,1421,24-07-1998,Sold,370000,260,Public Record
76,1015-E-Homestead-Rd_Sunnyvale_CA_94087_M14931-13229,94087,4,2,1421,24-07-1998,Sold,370000,260,Public Record
77,1015-Lupine-Dr_Sunnyvale_CA_94086_M29210-55092,94086,5,2.5,2149,29-09-2020,Listed,2148000,999,MLSListings
78,1015-Lupine-Dr_Sunnyvale_CA_94086_M29210-55092,94086,5,2.5,2149,29-09-2020,Listed,2148000,999,MLSListings
79,1015-Lynn-Way_Sunnyvale_CA_94087_M23329-23988,94087,3,2,1240,09-01-2020,Listed,1799500,1451,MLSListings
80,1015-Lynn-Way_Sunnyvale_CA_94087_M23329-23988,94087,3,2,1240,09-01-2020,Listed,1799500,1451,MLSListings
81,10160-Calvert-Dr_Cupertino_CA_95014_M26647-91727,95014,3,2,1562,27-08-2020,Price Changed,1690000,1081,MLSListings
82,10160-Calvert-Dr_Cupertino_CA_95014_M26647-91727,95014,3,2,1562,27-08-2020,Price Changed,1690000,1081,MLSListings
83,10160-Calvert-Dr_Cupertino_CA_95014_M26647-91727,95014,3,2,1562,15-08-2020,Listed,1780000,1139,MLSListings
84,10160-Calvert-Dr_Cupertino_CA_95014_M26647-91727,95014,3,2,1562,15-08-2020,Listed,1780000,1139,MLSListings
85,10160-Calvert-Dr_Cupertino_CA_95014_M26647-91727,95014,3,2,1562,25-05-2012,Sold,640000,409,MLSListings
86,10160-Calvert-Dr_Cupertino_CA_95014_M26647-91727,95014,3,2,1562,25-05-2012,Sold,640000,409,MLSListings
87,10160-Calvert-Dr_Cupertino_CA_95014_M26647-91727,95014,3,2,1562,18-04-2012,Relisted,649900,416,MLSListings
88,10160-Calvert-Dr_Cupertino_CA_95014_M26647-91727,95014,3,2,1562,18-04-2012,Relisted,649900,416,MLSListings
89,10160-Calvert-Dr_Cupertino_CA_95014_M26647-91727,95014,3,2,1562,26-09-2011,Listed,729000,466,MLSListings
90,10160-Calvert-Dr_Cupertino_CA_95014_M26647-91727,95014,3,2,1562,26-09-2011,Listed,729000,466,MLSListings
91,10160-Calvert-Dr_Cupertino_CA_95014_M26647-91727,95014,3,2,1562,27-07-2011,Listed,699800,448,MLSListings
92,10160-Calvert-Dr_Cupertino_CA_95014_M26647-91727,95014,3,2,1562,27-07-2011,Listed,699800,448,MLSListings
93,10160-Calvert-Dr_Cupertino_CA_95014_M26647-91727,95014,3,2,1562,12-03-2011,Price Changed,649900,416,MLSListings
94,10160-Calvert-Dr_Cupertino_CA_95014_M26647-91727,95014,3,2,1562,12-03-2011,Price Changed,649900,416,MLSListings
95,10160-Calvert-Dr_Cupertino_CA_95014_M26647-91727,95014,3,2,1562,11-03-2011,Price Changed,699000,447,MLSListings
96,10160-Calvert-Dr_Cupertino_CA_95014_M26647-91727,95014,3,2,1562,11-03-2011,Price Changed,699000,447,MLSListings
97,10171-Carmen-Rd_Cupertino_CA_95014_M22860-20688,95014,5,4,3855,10-04-2020,Listed,3790000,983,MLSListings
98,10171-Carmen-Rd_Cupertino_CA_95014_M22860-20688,95014,5,4,3855,10-04-2020,Listed,3790000,983,MLSListings
99,10171-Carmen-Rd_Cupertino_CA_95014_M22860-20688,95014,5,4,3855,15-05-2014,Sold,2600000,674,MLSListings
100,10171-Carmen-Rd_Cupertino_CA_95014_M22860-20688,95014,5,4,3855,15-05-2014,Sold,2600000,674,MLSListings
101,10171-Carmen-Rd_Cupertino_CA_95014_M22860-20688,95014,5,4,3855,04-01-2014,Listed,2399000,622,MLSListings
102,10171-Carmen-Rd_Cupertino_CA_95014_M22860-20688,95014,5,4,3855,04-01-2014,Listed,2399000,622,MLSListings
103,10171-Carmen-Rd_Cupertino_CA_95014_M22860-20688,95014,5,4,3855,28-04-2010,Sold,1899000,492,Public Record
104,10171-Carmen-Rd_Cupertino_CA_95014_M22860-20688,95014,5,4,3855,28-04-2010,Sold,1899000,492,Public Record
105,10171-Carmen-Rd_Cupertino_CA_95014_M22860-20688,95014,5,4,3855,26-03-2010,Listed,1899000,492,MLSListings
106,10171-Carmen-Rd_Cupertino_CA_95014_M22860-20688,95014,5,4,3855,26-03-2010,Listed,1899000,492,MLSListings
107,10171-Carmen-Rd_Cupertino_CA_95014_M22860-20688,95014,5,4,3855,11-01-1996,Sold,930000,241,Public Record
108,10171-Carmen-Rd_Cupertino_CA_95014_M22860-20688,95014,5,4,3855,11-01-1996,Sold,930000,241,Public Record
109,10190-Calvert-Dr_Cupertino_CA_95014_M26617-73185,95014,6,6.5,3278,10-09-2020,Price Changed,2749000,838,MLSListings
110,10190-Calvert-Dr_Cupertino_CA_95014_M26617-73185,95014,6,6.5,3278,10-09-2020,Price Changed,2749000,838,MLSListings
111,10190-Calvert-Dr_Cupertino_CA_95014_M26617-73185,95014,6,6.5,3278,21-08-2020,Listed,2899900,884,MLSListings
112,10190-Calvert-Dr_Cupertino_CA_95014_M26617-73185,95014,6,6.5,3278,21-08-2020,Listed,2899900,884,MLSListings
113,10190-Calvert-Dr_Cupertino_CA_95014_M26617-73185,95014,6,6.5,3278,20-01-2016,Sold,1208000,372,Public Record
114,10190-Calvert-Dr_Cupertino_CA_95014_M26617-73185,95014,6,6.5,3278,20-01-2016,Sold,1208000,1484,MLSListings
115,10190-Calvert-Dr_Cupertino_CA_95014_M26617-73185,95014,6,6.5,3278,20-01-2016,Sold,1208000,372,Public Record
116,10190-Calvert-Dr_Cupertino_CA_95014_M26617-73185,95014,6,6.5,3278,20-01-2016,Sold,1208000,1484,MLSListings
117,10190-Calvert-Dr_Cupertino_CA_95014_M26617-73185,95014,6,6.5,3278,17-11-2015,Listed,1058000,1299,MLSListings
118,10190-Calvert-Dr_Cupertino_CA_95014_M26617-73185,95014,6,6.5,3278,17-11-2015,Listed,1058000,1299,MLSListings
119,10190-Calvert-Dr_Cupertino_CA_95014_M26617-73185,95014,6,6.5,3278,17-11-2015,Listed,1058000,1299,MLSListings
120,10190-Calvert-Dr_Cupertino_CA_95014_M26617-73185,95014,6,6.5,3278,17-11-2015,Listed,1058000,1299,MLSListings
121,10190-Vista-Dr_Cupertino_CA_95014_M15679-80507,95014,3,2.5,1962,25-09-2020,Listed,1698000,865,MLSListings
122,10190-Vista-Dr_Cupertino_CA_95014_M15679-80507,95014,3,2.5,1962,25-09-2020,Listed,1698000,865,MLSListings
123,10190-Vista-Dr_Cupertino_CA_95014_M15679-80507,95014,3,2.5,1962,31-07-2007,Sold,838000,427,Public Record
124,10190-Vista-Dr_Cupertino_CA_95014_M15679-80507,95014,3,2.5,1962,31-07-2007,Sold,838000,427,Public Record
125,10190-Vista-Dr_Cupertino_CA_95014_M15679-80507,95014,3,2.5,1962,10-08-1999,Sold,470000,239,Public Record
126,10190-Vista-Dr_Cupertino_CA_95014_M15679-80507,95014,3,2.5,1962,10-08-1999,Sold,470000,239,Public Record
127,10232-Danube-Dr_Cupertino_CA_95014_M25942-84563,95014,2,2,1154,14-10-2020,Listed,1099000,952,MLSListings
128,10232-Danube-Dr_Cupertino_CA_95014_M25942-84563,95014,2,2,1154,14-10-2020,Listed,1099000,952,MLSListings
129,10232-Danube-Dr_Cupertino_CA_95014_M25942-84563,95014,2,2,1154,02-12-2015,Sold,915000,792,MLSListings
130,10232-Danube-Dr_Cupertino_CA_95014_M25942-84563,95014,2,2,1154,02-12-2015,Sold,915000,792,MLSListings
131,10232-Danube-Dr_Cupertino_CA_95014_M25942-84563,95014,2,2,1154,01-06-2015,Listed,799000,692,MLSListings
132,10232-Danube-Dr_Cupertino_CA_95014_M25942-84563,95014,2,2,1154,01-06-2015,Listed,799000,692,MLSListings
133,10232-Danube-Dr_Cupertino_CA_95014_M25942-84563,95014,2,2,1154,01-06-2015,Listed,799000,692,MLSListings
134,10232-Danube-Dr_Cupertino_CA_95014_M25942-84563,95014,2,2,1154,01-06-2015,Listed,799000,692,MLSListings
135,10232-Danube-Dr_Cupertino_CA_95014_M25942-84563,95014,2,2,1154,15-08-2002,Sold,455000,394,Public Record
136,10232-Danube-Dr_Cupertino_CA_95014_M25942-84563,95014,2,2,1154,15-08-2002,Sold,455000,394,Public Record
137,10232-Danube-Dr_Cupertino_CA_95014_M25942-84563,95014,2,2,1154,30-09-1999,Sold,368000,318,Public Record
138,10232-Danube-Dr_Cupertino_CA_95014_M25942-84563,95014,2,2,1154,30-09-1999,Sold,368000,318,Public Record
139,10232-Danube-Dr_Cupertino_CA_95014_M25942-84563,95014,2,2,1154,17-05-1989,Sold,245000,212,Public Record
140,10232-Danube-Dr_Cupertino_CA_95014_M25942-84563,95014,2,2,1154,17-05-1989,Sold,245000,212,Public Record
141,10232-Danube-Dr_Cupertino_CA_95014_M25942-84563,95014,2,2,1154,26-11-1985,Sold,156000,135,Public Record
142,10232-Danube-Dr_Cupertino_CA_95014_M25942-84563,95014,2,2,1154,26-11-1985,Sold,156000,135,Public Record
143,10234-Scenic-Blvd_Cupertino_CA_95014_M22456-98938,95014,2,1,846,28-03-2020,Listed,6399888,7564,MLSListings
144,1025-N-12th-St_San-Jose_CA_95112_M20479-17117,95112,3,2,1040,10-11-2020,Listed,748888,720,MLSListings
145,1025-N-12th-St_San-Jose_CA_95112_M20479-17117,95112,3,2,1040,10-11-2020,Listed,748888,720,MLSListings
146,1025-N-12th-St_San-Jose_CA_95112_M20479-17117,95112,3,2,1040,28-08-2014,Sold,396000,380,Public Record
147,1025-N-12th-St_San-Jose_CA_95112_M20479-17117,95112,3,2,1040,28-08-2014,Sold,396000,380,Public Record
148,1025-N-12th-St_San-Jose_CA_95112_M20479-17117,95112,3,2,1040,02-12-2010,Listed,184900,246,ContraCosta
149,1025-N-12th-St_San-Jose_CA_95112_M20479-17117,95112,3,2,1040,02-12-2010,Listed,184900,246,ContraCosta
150,1025-N-12th-St_San-Jose_CA_95112_M20479-17117,95112,3,2,1040,02-06-2010,Listed,199000,265,MLSListings
151,1025-N-12th-St_San-Jose_CA_95112_M20479-17117,95112,3,2,1040,02-06-2010,Listed,199000,265,MLSListings
152,1025-N-12th-St_San-Jose_CA_95112_M20479-17117,95112,3,2,1040,16-02-2010,Listed,184900,246,MLSListings
153,1025-N-12th-St_San-Jose_CA_95112_M20479-17117,95112,3,2,1040,16-02-2010,Listed,184900,246,MLSListings
154,1025-N-12th-St_San-Jose_CA_95112_M20479-17117,95112,3,2,1040,04-01-2010,Sold,200000,192,Public Record
155,1025-N-12th-St_San-Jose_CA_95112_M20479-17117,95112,3,2,1040,04-01-2010,Sold,200000,192,Public Record
156,1025-N-12th-St_San-Jose_CA_95112_M20479-17117,95112,3,2,1040,06-05-2009,Listed,239000,318,MLSListings
157,1025-N-12th-St_San-Jose_CA_95112_M20479-17117,95112,3,2,1040,06-05-2009,Listed,239000,318,MLSListings
158,1025-N-12th-St_San-Jose_CA_95112_M20479-17117,95112,3,2,1040,05-04-2006,Sold,380000,365,Public Record
159,1025-N-12th-St_San-Jose_CA_95112_M20479-17117,95112,3,2,1040,05-04-2006,Sold,380000,365,Public Record
160,10312-N-Blaney-Ave_Cupertino_CA_95014_M15996-93825,95014,3,1,1212,22-09-2020,Listed,2650000,2186,MLSListings
161,10312-N-Blaney-Ave_Cupertino_CA_95014_M15996-93825,95014,3,1,1212,22-09-2020,Listed,2650000,2186,MLSListings
162,10312-N-Blaney-Ave_Cupertino_CA_95014_M15996-93825,95014,3,1,1212,10-05-2020,Price Changed,2498000,2061,MLSListings
163,10312-N-Blaney-Ave_Cupertino_CA_95014_M15996-93825,95014,3,1,1212,10-05-2020,Price Changed,2498000,2061,MLSListings
164,1033-Reed-Ave_Sunnyvale_CA_94086_M28746-58994,94086,3,2,1400,23-09-2020,Listed,1449000,1035,MLSListings
165,1033-Reed-Ave_Sunnyvale_CA_94086_M28746-58994,94086,3,2,1400,23-09-2020,Listed,1449000,1035,MLSListings
166,1033-Reed-Ave_Sunnyvale_CA_94086_M28746-58994,94086,3,2,1400,03-02-2006,Sold,680000,567,Public Record
167,1033-Reed-Ave_Sunnyvale_CA_94086_M28746-58994,94086,3,2,1400,03-02-2006,Sold,680000,567,Public Record
168,1033-Scotia-Ter-Unit-201_Sunnyvale_CA_94089_M15727-73292,94089,2,2,1030,14-10-2020,Price Changed,879000,853,MLSListings
169,1033-Scotia-Ter-Unit-201_Sunnyvale_CA_94089_M15727-73292,94089,2,2,1030,14-10-2020,Price Changed,879000,853,MLSListings
170,1033-Scotia-Ter-Unit-201_Sunnyvale_CA_94089_M15727-73292,94089,2,2,1030,16-09-2020,Listed,899000,872,MLSListings
171,1033-Scotia-Ter-Unit-201_Sunnyvale_CA_94089_M15727-73292,94089,2,2,1030,16-09-2020,Listed,899000,872,MLSListings
172,1033-Scotia-Ter-Unit-201_Sunnyvale_CA_94089_M15727-73292,94089,2,2,1030,05-11-2015,Listed,584000,566,MLSListings
173,1033-Scotia-Ter-Unit-201_Sunnyvale_CA_94089_M15727-73292,94089,2,2,1030,05-11-2015,Listed,584000,566,MLSListings
174,1033-Scotia-Ter-Unit-201_Sunnyvale_CA_94089_M15727-73292,94089,2,2,1030,05-11-2015,Listed,584000,566,MLSListings
175,1033-Scotia-Ter-Unit-201_Sunnyvale_CA_94089_M15727-73292,94089,2,2,1030,05-11-2015,Listed,584000,566,MLSListings
176,1033-Scotia-Ter-Unit-201_Sunnyvale_CA_94089_M15727-73292,94089,2,2,1030,07-01-2015,Sold,630000,611,MLSListings
177,1033-Scotia-Ter-Unit-201_Sunnyvale_CA_94089_M15727-73292,94089,2,2,1030,07-01-2015,Sold,630000,611,MLSListings
178,1033-Scotia-Ter-Unit-201_Sunnyvale_CA_94089_M15727-73292,94089,2,2,1030,28-10-2008,Sold,437500,424,Public Record
179,1033-Scotia-Ter-Unit-201_Sunnyvale_CA_94089_M15727-73292,94089,2,2,1030,28-10-2008,Sold,437500,424,Public Record
180,1035-W-MC-Kinley-Ave_Sunnyvale_CA_94086_M10470-19169,94086,3,2,1118,09-02-2020,Listed,1580000,1413,MLSListings
181,1035-W-MC-Kinley-Ave_Sunnyvale_CA_94086_M10470-19169,94086,3,2,1118,09-02-2020,Listed,1580000,1413,MLSListings
182,1035-W-MC-Kinley-Ave_Sunnyvale_CA_94086_M10470-19169,94086,3,2,1118,09-08-2015,Listed,1049000,938,MLSListings
183,1035-W-MC-Kinley-Ave_Sunnyvale_CA_94086_M10470-19169,94086,3,2,1118,09-08-2015,Listed,1049000,938,MLSListings
184,1035-W-MC-Kinley-Ave_Sunnyvale_CA_94086_M10470-19169,94086,3,2,1118,09-08-2015,Listed,1049000,938,MLSListings
185,1035-W-MC-Kinley-Ave_Sunnyvale_CA_94086_M10470-19169,94086,3,2,1118,09-08-2015,Listed,1049000,938,MLSListings
186,1035-W-MC-Kinley-Ave_Sunnyvale_CA_94086_M10470-19169,94086,3,2,1118,10-05-2015,Sold,1250000,1118,MLSListings
187,1035-W-MC-Kinley-Ave_Sunnyvale_CA_94086_M10470-19169,94086,3,2,1118,10-05-2015,Sold,1250000,1118,MLSListings
188,1035-W-MC-Kinley-Ave_Sunnyvale_CA_94086_M10470-19169,94086,3,2,1118,22-07-2005,Sold,726000,649,Public Record
189,1035-W-MC-Kinley-Ave_Sunnyvale_CA_94086_M10470-19169,94086,3,2,1118,22-07-2005,Sold,726000,649,Public Record
190,1035-W-MC-Kinley-Ave_Sunnyvale_CA_94086_M10470-19169,94086,3,2,1118,05-05-2000,Sold,460000,411,Public Record
191,1035-W-MC-Kinley-Ave_Sunnyvale_CA_94086_M10470-19169,94086,3,2,1118,05-05-2000,Sold,460000,411,Public Record
192,10361-Menhart-Ln_Cupertino_CA_95014_M18872-35453,95014,4,3,1818,10-01-2020,Listed,2288000,1258,MLSListings
193,10361-Menhart-Ln_Cupertino_CA_95014_M18872-35453,95014,4,3,1818,10-01-2020,Listed,2288000,1258,MLSListings
194,10361-Menhart-Ln_Cupertino_CA_95014_M18872-35453,95014,4,3,1818,18-10-2012,Sold,1225000,673,Public Record
195,10361-Menhart-Ln_Cupertino_CA_95014_M18872-35453,95014,4,3,1818,18-10-2012,Sold,1225000,673,Public Record
196,10361-Menhart-Ln_Cupertino_CA_95014_M18872-35453,95014,4,3,1818,09-09-2012,Listed,1150000,632,MLSListings
197,10361-Menhart-Ln_Cupertino_CA_95014_M18872-35453,95014,4,3,1818,09-09-2012,Listed,1150000,632,MLSListings
198,10361-Menhart-Ln_Cupertino_CA_95014_M18872-35453,95014,4,3,1818,25-07-2011,Listed,1149000,621,MLSListings
199,10361-Menhart-Ln_Cupertino_CA_95014_M18872-35453,95014,4,3,1818,25-07-2011,Listed,1149000,621,MLSListings
200,10361-Menhart-Ln_Cupertino_CA_95014_M18872-35453,95014,4,3,1818,10-01-2011,Relisted,1129000,610,MLSListings
201,10361-Menhart-Ln_Cupertino_CA_95014_M18872-35453,95014,4,3,1818,10-01-2011,Relisted,1129000,610,MLSListings
202,10361-Menhart-Ln_Cupertino_CA_95014_M18872-35453,95014,4,3,1818,06-12-2009,Listed,1174000,631,MLSListings
203,10361-Menhart-Ln_Cupertino_CA_95014_M18872-35453,95014,4,3,1818,06-12-2009,Listed,1174000,631,MLSListings
204,10361-Menhart-Ln_Cupertino_CA_95014_M18872-35453,95014,4,3,1818,14-03-2008,Sold,695000,382,Public Record
